25,61,80
26,60,82
26,73,72
27,68,75
28,60,81
28,65,79
29,73,70
29,75,68
30,48,88
30,77,67
31,67,75
31,71,71
31,73,69
32,51,85
32,60,80
32,63,77
32,67,74
32,77,66
32,78,65
33,56,81
33,63,76
33,65,74
33,80,64
34,45,86
34,48,85
34,53,84
34,60,78
34,66,73
34,70,70
35,56,80
35,60,77
35,72,69
35,79,63
35,84,56
36,51,83
36,58,77
36,63,74
36,73,66
36,75,65
37,49,82
37,59,74
37,66,71
37,69,70
37,82,59
38,48,84
38,55,79
38,58,76
38,61,73
38,65,72
38,68,69
38,78,61
39,37,89
39,42,86
39,63,72
39,67,69
39,72,66
39,75,63
39,77,60
40,48,83
40,51,80
40,52,79
40,60,73
40,64,70
40,68,68
40,71,65
40,76,62
40,78,57
41,47,82
41,49,80
41,54,78
41,56,76
41,58,74
41,59,73
41,67,68
41,68,66
41,70,65
41,71,62
41,78,55
41,85,49
42,42,82
42,45,81
42,51,79
42,53,78
42,54,76
42,61,72
42,66,67
42,67,65
42,76,59
42,77,54
42,81,53
43,39,85
43,40,82
43,44,81
43,57,75
43,58,73
43,59,72
43,64,67
43,70,64
43,74,57
43,80,52
43,81,51
44,47,80
44,56,74
44,63,70
44,69,63
44,75,56
44,79,52
44,81,50
45,42,81
45,49,77
45,51,76
45,54,73
45,60,71
45,63,68
45,64,66
45,66,65
45,77,52
45,84,42
46,38,82
46,41,80
46,46,78
46,48,76
46,53,73
46,56,72
46,58,70
46,61,67
46,62,66
46,70,62
46,75,55
46,76,54
46,83,48
47,44,79
47,50,75
47,54,72
47,57,70
47,65,64
47,67,63
47,69,61
47,79,50
48,43,79
48,47,75
48,51,73
48,58,69
48,59,68
48,61,66
48,65,62
48,66,61
48,71,60
48,73,58
48,76,53
48,79,47
49,23,86
49,37,83
49,45,77
49,47,74
49,53,71
49,55,70
49,57,68
49,70,59
49,76,50
50,35,82
50,46,75
50,49,73
50,52,71
50,53,69
50,59,67
50,61,65
50,62,64
50,63,61
50,66,60
50,74,56
51,38,81
51,40,79
51,45,74
51,49,71
51,52,69
51,56,67
51,58,66
51,60,64
51,65,59
51,67,56
51,68,55
51,70,54
51,74,49
51,75,48
51,82,42
52,39,78
52,47,73
52,51,69
52,53,68
52,54,67
52,62,63
52,66,57
52,71,53
52,72,51
52,73,50
52,75,46
53,27,83
53,32,80
53,34,78
53,41,77
53,42,75
53,44,74
53,46,72
53,50,70
53,52,68
53,57,65
53,59,63
53,64,59
53,65,58
53,69,52
53,74,48
53,75,43
54,33,78
54,38,77
54,39,75
54,43,72
54,48,71
54,49,69
54,50,68
54,54,66
54,56,64
54,58,62
54,61,59
54,62,58
54,63,57
54,73,49
55,27,81
55,29,80
55,38,76
55,44,71
55,47,70
55,52,67
55,54,65
55,60,61
55,65,56
55,67,55
55,68,52
55,71,50
56,24,80
56,33,77
56,35,76
56,40,74
56,41,73
56,48,68
56,50,67
56,51,66
56,59,60
56,62,57
56,63,56
56,70,50
57,30,78
57,39,74
57,41,72
57,48,67
57,53,65
57,55,63
57,57,61
57,61,57
57,62,55
57,64,54
57,67,53
57,72,44
58,32,77
58,34,75
58,38,72
58,43,70
58,45,69
58,47,66
58,49,65
58,50,64
58,53,63
58,58,59
58,60,57
58,65,52
58,67,50
58,69,48
58,70,46
58,72,43
58,76,42
59,32,75
59,40,71
59,42,69
59,43,68
59,53,62
59,57,60
59,58,57
59,62,54
59,71,45
59,72,40
60,31,76
60,36,74
60,39,70
60,46,67
60,49,64
60,52,61
60,59,56
60,61,55
60,65,50
60,68,48
60,71,43
61,25,79
61,32,73
61,34,72
61,38,70
61,41,69
61,43,67
61,44,65
61,51,60
61,55,59
61,56,56
61,57,55
61,63,52
61,67,46
61,74,34
62,22,77
62,30,72
62,41,68
62,47,63
62,49,62
62,52,59
62,53,58
62,55,57
62,56,55
62,58,54
62,62,52
62,66,47
63,27,76
63,29,75
63,35,71
63,39,68
63,43,66
63,44,63
63,45,62
63,50,60
63,52,57
63,57,53
63,58,52
63,63,48
63,65,44
63,70,42
64,33,69
64,42,66
64,46,61
64,50,59
64,53,56
64,56,54
64,61,50
64,63,47
64,66,43
64,68,40
64,72,39
65,32,71
65,37,65
65,42,64
65,45,61
65,46,60
65,51,58
65,53,55
65,56,52
65,58,50
65,60,49
65,64,45
65,65,42
65,69,39
65,70,37
66,26,71
66,36,68
66,37,64
66,44,60
66,50,55
66,52,54
66,57,51
66,70,34
66,72,31
67,29,69
67,31,68
67,32,67
67,33,65
67,38,63
67,42,62
67,46,59
67,48,56
67,49,55
67,51,53
67,54,52
67,55,50
67,60,47
67,61,46
67,65,41
67,66,40
68,21,73
68,25,71
68,28,67
68,34,64
68,36,63
68,38,62
68,39,61
68,42,60
68,45,57
68,49,54
68,53,51
68,57,47
68,63,40
68,69,36
68,70,33
69,26,69
69,27,68
69,32,65
69,33,64
69,44,59
69,48,54
69,49,53
69,51,52
69,53,50
69,55,49
69,56,46
69,62,44
69,66,39
69,67,31
70,23,71
70,29,64
70,37,61
70,39,60
70,41,58
70,47,54
70,54,49
70,56,45
70,58,42
70,60,40
70,63,39
70,65,35
70,67,25
71,34,63
71,38,58
71,45,56
71,48,53
71,50,51
71,52,47
71,57,44
72,24,68
72,35,61
72,40,57
72,42,56
72,45,53
72,46,52
72,48,51
72,49,49
72,53,46
72,57,41
72,64,37
73,20,67
73,31,63
73,32,61
73,36,60
73,37,57
73,39,54
73,45,51
73,51,48
73,54,45
73,55,43
74,19,66
74,32,59
74,36,58
74,38,54
74,43,53
74,47,50
74,49,48
74,50,46
74,54,44
75,25,65
75,32,58
75,37,54
75,42,52
75,45,49
75,51,43
75,52,42
75,57,39
75,62,33
75,64,29
76,26,61
76,34,57
76,35,54
76,39,52
76,44,50
76,60,35
77,31,57
77,36,51
77,37,50
77,38,49
77,47,46
77,49,42
77,52,40
77,54,39
77,61,31
78,20,64
78,23,61
78,27,58
78,30,55
78,49,39
78,55,32
78,57,29
79,24,57
79,28,56
79,35,53
79,37,49
79,42,47
79,48,43
79,53,38
79,56,28
80,27,55
80,29,52
80,31,51
80,38,48
80,39,46
80,44,42
80,45,41
80,47,40
80,49,38
80,51,36
80,57,24
81,25,54
81,36,50
81,43,45
81,54,35
81,55,30
82,33,50
82,36,47
82,39,43
82,46,40
82,51,34
83,28,48
83,34,46
83,36,45
83,47,36
83,48,33
83,49,31
84,24,54
84,43,40
84,46,33
85,26,45
85,39,38
85,49,30
86,37,44
86,43,36
86,44,30
86,53,29
87,24,48
87,35,35
87,39,31
88,34,40
90,37,34
