27,68,81
27,75,69
28,73,73
29,66,76
30,59,87
30,64,78
31,51,88
31,63,82
31,71,74
32,57,83
33,51,87
34,56,83
34,58,81
34,73,69
35,53,85
35,61,78
35,67,74
36,62,77
36,64,76
36,65,75
36,72,70
37,49,87
37,59,80
37,60,78
37,70,71
38,51,84
38,55,82
38,57,80
38,68,72
38,76,60
38,79,56
39,45,87
39,49,84
39,53,83
39,63,76
39,65,74
40,58,79
40,61,77
40,67,71
40,68,69
40,69,67
40,73,65
41,52,81
41,57,76
41,61,74
41,66,73
41,71,66
41,74,64
41,75,63
41,77,59
42,43,86
42,44,84
42,53,79
42,55,77
42,60,74
42,66,69
42,69,66
42,72,65
42,78,58
43,49,82
43,52,80
43,53,78
43,56,76
43,58,75
43,59,73
43,68,67
43,73,61
43,76,54
44,50,81
44,52,78
44,61,72
44,65,70
44,74,60
44,83,48
45,45,82
45,48,81
45,65,69
45,69,65
45,70,63
45,72,61
46,43,83
46,46,80
46,47,79
46,53,77
46,58,74
46,62,71
46,66,68
46,67,66
46,68,64
46,69,63
46,70,60
46,73,59
46,79,48
47,45,80
47,47,78
47,51,77
47,55,75
47,56,73
47,62,69
47,66,66
47,69,62
47,71,58
47,76,49
48,38,83
48,49,77
48,54,74
48,57,72
48,60,70
48,61,69
48,64,67
48,67,63
48,69,61
49,34,85
49,37,83
49,44,82
49,48,77
49,58,70
49,62,68
49,63,64
49,67,62
49,75,54
50,36,82
50,43,81
50,52,76
50,57,71
50,60,69
50,61,65
50,67,60
50,70,59
50,71,55
50,73,54
50,74,53
51,40,80
51,44,79
51,45,78
51,49,76
51,51,75
51,53,72
51,56,71
51,64,63
51,69,58
51,72,54
52,33,84
52,38,81
52,40,79
52,42,78
52,45,77
52,46,76
52,48,74
52,52,73
52,55,70
52,59,67
52,62,64
52,65,61
52,66,60
52,71,52
52,75,49
53,35,82
53,43,77
53,44,76
53,48,73
53,53,71
53,54,70
53,57,68
53,58,66
53,60,65
53,61,63
53,65,59
53,70,55
53,71,51
53,73,50
53,74,49
54,41,78
54,44,75
54,49,72
54,54,68
54,57,67
54,62,62
54,63,60
54,67,57
54,68,56
54,69,54
54,72,50
54,73,46
54,77,42
55,39,80
55,42,77
55,52,70
55,53,69
55,56,67
55,57,66
55,58,64
55,64,59
55,66,57
55,67,55
55,70,53
56,38,79
56,40,76
56,43,75
56,47,74
56,50,71
56,52,68
56,55,67
56,56,65
56,57,64
56,60,62
56,65,57
56,67,53
56,68,52
56,69,51
56,70,50
56,73,40
57,32,80
57,33,79
57,37,78
57,39,77
57,41,75
57,42,74
57,47,71
57,53,67
57,55,65
57,64,58
57,65,53
57,67,52
57,68,51
58,39,76
58,40,75
58,41,74
58,42,73
58,45,72
58,49,70
58,50,68
58,54,65
58,56,64
58,57,63
58,61,61
58,62,59
58,69,50
58,71,49
58,72,47
58,79,32
59,49,67
59,52,66
59,53,65
59,54,64
59,58,61
59,60,58
59,63,56
59,66,52
59,72,43
60,40,73
60,41,72
60,45,71
60,53,63
60,59,60
60,63,54
60,64,53
60,65,52
60,67,51
60,68,50
61,34,78
61,37,75
61,40,71
61,42,70
61,48,68
61,49,66
61,51,65
61,58,58
61,60,56
61,61,55
61,64,52
61,65,51
61,69,45
61,70,44
62,32,77
62,38,74
62,39,71
62,45,69
62,49,65
62,56,62
62,64,51
62,67,48
62,70,41
63,29,77
63,32,76
63,36,74
63,37,72
63,41,69
63,46,68
63,47,66
63,48,65
63,51,63
63,54,60
63,58,57
63,59,56
63,62,53
63,64,49
63,68,47
64,23,79
64,25,77
64,38,71
64,44,68
64,51,62
64,55,58
64,57,57
64,58,55
64,62,51
64,63,50
64,64,48
64,66,47
64,69,42
65,25,76
65,32,75
65,36,71
65,39,70
65,42,67
65,46,65
65,48,63
65,50,61
65,53,58
65,55,56
65,56,55
65,59,53
65,64,47
65,66,44
66,30,74
66,36,70
66,40,69
66,41,67
66,44,65
66,47,62
66,50,60
66,51,59
66,54,56
66,58,52
66,62,49
66,63,46
66,72,38
67,24,78
67,36,69
67,43,66
67,44,64
67,49,59
67,51,58
67,53,57
67,55,55
67,57,54
67,61,48
67,62,45
67,64,44
67,71,34
68,28,73
68,33,72
68,34,69
68,38,67
68,39,66
68,40,65
68,44,63
68,47,61
68,50,58
68,51,57
68,54,53
68,57,52
68,59,49
68,60,44
68,64,43
68,66,38
69,24,75
69,38,65
69,42,64
69,46,61
69,48,59
69,52,56
69,53,55
69,55,52
69,58,48
69,59,46
69,64,39
70,21,75
70,26,74
70,28,72
70,30,70
70,41,62
70,42,61
70,46,59
70,49,57
70,57,50
70,58,46
71,22,72
71,28,71
71,31,69
71,34,68
71,36,66
71,37,65
71,39,63
71,42,60
71,47,56
71,52,54
71,53,53
71,54,49
71,56,47
71,59,45
71,61,43
72,21,72
72,22,71
72,28,69
72,36,65
72,38,63
72,39,62
72,40,61
72,43,59
72,46,58
72,53,52
72,58,44
72,60,43
72,61,38
72,67,36
73,19,76
73,21,71
73,26,70
73,28,68
73,33,66
73,34,65
73,37,61
73,43,58
73,44,57
73,48,55
73,50,53
73,54,47
73,57,42
73,60,40
74,19,71
74,29,67
74,30,65
74,34,62
74,36,61
74,41,60
74,42,59
74,43,57
74,45,55
74,47,53
74,48,52
74,49,51
74,52,50
74,53,47
74,57,41
74,59,38
74,61,37
75,24,67
75,28,66
75,29,65
75,33,63
75,34,61
75,42,56
75,43,55
75,46,54
75,51,49
75,55,45
75,56,44
75,59,37
75,61,32
76,23,70
76,26,65
76,29,64
76,38,60
76,40,57
76,42,55
76,44,54
76,45,52
76,51,45
76,55,44
76,57,36
77,14,73
77,21,65
77,31,63
77,38,59
77,40,54
77,48,51
77,52,43
77,56,41
77,59,35
77,65,29
78,16,70
78,18,68
78,30,62
78,31,61
78,38,57
78,41,53
78,43,49
78,46,48
78,47,47
78,55,41
79,28,64
79,30,61
79,36,58
79,38,56
79,42,52
79,43,48
79,50,46
79,54,38
79,56,33
80,23,62
80,35,56
80,38,55
80,40,53
80,41,49
80,48,43
80,56,32
81,31,59
81,34,56
81,42,48
81,46,47
81,51,38
81,53,30
82,16,67
82,22,63
82,33,58
82,42,47
82,46,44
82,50,42
82,51,35
83,18,64
83,20,62
83,24,61
83,32,54
83,35,52
83,38,51
83,41,45
83,45,43
83,49,38
84,25,60
84,26,58
84,28,56
84,33,52
84,38,50
84,40,48
84,43,42
85,16,63
85,19,61
85,24,56
85,34,50
85,39,45
85,46,39
86,18,60
86,28,50
