45,95,112,131,78
46,67,91,146,86
47,84,114,116,92
49,104,96,101,104
50,72,94,121,98
50,83,82,112,104
50,92,103,124,90
50,97,81,105,106
50,98,108,105,91
51,84,106,125,85
51,98,115,99,100
51,100,105,117,86
51,103,105,94,96
52,76,103,124,84
52,79,103,109,102
52,82,104,118,99
52,87,115,113,93
52,90,91,106,110
52,91,86,111,105
52,95,89,104,105
52,112,119,96,90
53,67,114,126,81
53,94,90,110,100
53,101,91,107,95
53,102,111,97,98
53,107,125,115,68
53,108,82,103,99
54,71,85,118,107
54,89,87,106,118
54,93,67,115,111
54,96,103,98,111
54,101,89,113,103
54,101,95,108,83
54,102,88,103,97
54,116,96,103,91
55,68,81,132,96
55,69,64,142,87
55,70,123,126,74
55,74,89,125,104
55,77,109,117,93
55,82,102,133,71
55,85,86,104,111
55,85,119,123,66
55,90,111,124,71
55,93,111,101,93
55,94,86,127,86
55,94,126,109,79
55,95,125,122,73
55,98,82,95,120
55,98,122,97,93
55,99,108,89,106
55,100,83,103,103
55,101,76,112,96
55,102,91,94,111
55,102,126,86,102
55,105,82,113,95
55,106,101,101,96
55,110,103,82,111
55,111,100,114,64
56,69,104,106,111
56,69,121,120,84
56,81,71,122,96
56,88,112,124,76
56,93,73,110,110
56,95,107,101,98
56,100,79,96,107
56,105,108,104,86
56,109,104,79,110
56,118,79,79,111
57,76,127,111,81
57,83,89,119,97
57,84,107,126,79
57,86,105,100,111
57,87,110,106,97
57,90,104,117,89
57,91,99,114,86
57,92,93,122,76
57,95,76,107,109
57,97,112,91,101
57,99,98,113,95
57,100,99,110,94
57,100,108,116,82
57,103,99,93,110
57,105,88,107,90
57,105,100,87,103
57,106,95,111,81
57,107,82,102,97
57,111,124,99,74
57,114,104,87,96
58,64,107,141,71
58,65,98,112,111
58,70,97,142,84
58,79,106,113,96
58,83,115,114,76
58,85,102,97,103
58,87,122,102,89
58,88,114,121,86
58,89,112,113,87
58,90,88,125,88
58,91,87,115,91
58,91,111,109,86
58,92,87,123,84
58,96,114,115,73
58,101,122,102,87
58,102,107,108,77
58,103,96,91,113
58,107,101,86,105
58,107,117,89,100
58,108,96,104,86
58,109,93,90,109
58,115,93,78,112
58,116,87,103,79
58,122,84,97,89
59,68,129,114,69
59,72,69,139,88
59,72,69,149,63
59,72,95,104,114
59,72,105,125,88
59,75,92,125,92
59,78,135,111,73
59,79,74,113,111
59,82,74,116,108
59,82,83,127,93
59,82,118,116,76
59,82,120,110,81
59,83,96,107,109
59,88,79,112,106
59,90,120,89,99
59,93,117,86,105
59,97,92,93,111
59,98,113,96,96
59,98,124,93,95
59,100,103,75,115
59,100,105,91,105
59,100,124,86,98
59,104,105,104,88
59,104,108,96,92
59,107,93,89,103
59,107,101,81,106
59,108,113,103,84
59,109,82,76,119
59,109,96,103,83
59,109,112,79,100
59,111,88,111,88
59,112,74,113,78
59,117,86,92,108
59,121,81,85,94
60,63,91,138,77
60,75,108,114,98
60,83,95,103,112
60,84,98,111,98
60,85,90,104,109
60,86,90,125,85
60,86,102,115,94
60,88,117,93,98
60,89,120,107,78
60,90,96,100,112
60,90,109,112,97
60,91,90,113,95
60,91,117,94,97
60,92,98,112,92
60,92,106,104,100
60,93,84,105,114
60,93,105,99,98
60,94,95,107,91
60,94,99,120,73
60,95,132,89,94
60,96,96,87,117
60,98,87,105,100
60,98,110,97,96
60,98,113,104,89
60,99,102,99,99
60,99,110,81,107
60,100,83,103,98
60,100,90,111,96
60,101,84,95,112
60,101,85,101,98
60,102,113,101,82
60,102,119,99,82
60,102,123,87,94
60,103,79,111,90
60,104,111,76,104
60,106,94,101,93
60,106,98,99,100
60,107,88,98,99
60,107,121,85,103
60,109,83,94,114
60,112,102,101,90
60,112,111,86,95
60,113,83,87,105
61,64,83,135,85
61,70,98,115,103
61,77,97,103,108
61,82,89,128,84
61,83,101,95,113
61,86,81,118,104
61,88,90,131,68
61,89,132,118,62
61,91,85,105,106
61,91,113,102,90
61,91,117,107,82
61,92,117,108,73
61,93,103,92,104
61,93,107,112,90
61,94,107,107,89
61,95,100,104,92
61,95,115,78,110
61,95,123,90,89
61,96,109,91,102
61,97,99,104,96
61,99,115,103,82
61,102,98,89,108
61,104,88,107,91
61,104,94,105,90
61,105,103,80,108
61,108,81,101,94
61,109,91,91,101
61,110,111,95,93
61,112,91,83,108
61,112,92,86,101
61,116,100,84,93
61,118,79,90,102
62,71,97,112,101
62,79,125,112,82
62,81,103,108,105
62,81,120,100,103
62,83,90,103,111
62,83,90,134,83
62,84,108,90,109
62,84,119,110,80
62,85,74,117,98
62,87,71,125,91
62,87,95,115,97
62,88,95,103,102
62,88,108,129,65
62,89,76,114,110
62,89,91,116,89
62,89,93,128,74
62,92,104,91,107
62,92,109,121,83
62,93,81,101,119
62,93,101,108,88
62,94,98,115,89
62,95,88,122,76
62,95,99,104,92
62,95,106,113,85
62,95,108,114,75
62,95,128,106,74
62,97,105,86,103
62,98,93,103,98
62,98,108,107,78
62,98,111,89,98
62,99,85,111,96
62,99,107,102,86
62,99,130,95,87
62,100,93,109,88
62,101,101,87,106
62,102,96,94,105
62,102,102,83,103
62,105,92,94,96
62,106,80,94,107
62,106,108,85,96
62,110,96,89,94
62,110,104,89,92
62,110,106,76,101
62,113,87,77,110
63,59,73,125,99
63,62,99,117,102
63,64,104,127,87
63,66,100,134,85
63,67,97,106,103
63,72,118,117,83
63,76,89,128,82
63,77,104,126,80
63,79,91,129,80
63,79,106,120,86
63,80,102,118,92
63,81,122,110,82
63,82,102,119,90
63,83,75,128,93
63,84,78,114,103
63,84,95,117,90
63,84,109,110,90
63,84,112,112,86
63,84,121,85,96
63,87,94,116,89
63,88,99,109,96
63,89,102,127,83
63,89,103,118,87
63,89,112,92,98
63,89,118,108,79
63,90,94,107,108
63,90,110,119,76
63,90,116,107,96
63,90,125,106,82
63,91,111,84,105
63,92,90,113,93
63,92,104,111,89
63,92,110,105,91
63,93,90,120,86
63,93,117,94,91
63,94,96,96,110
63,94,108,107,84
63,95,119,92,95
63,97,85,93,115
63,97,94,103,99
63,99,103,82,112
63,100,100,111,84
63,100,101,109,84
63,100,105,108,85
63,100,106,125,70
63,100,112,90,93
63,101,128,97,87
63,102,107,100,97
63,103,93,95,100
63,103,109,98,87
63,103,118,90,87
63,104,93,73,119
63,104,105,88,100
63,104,111,94,91
63,105,101,102,94
63,105,119,100,78
63,107,75,115,78
63,107,84,98,101
63,107,105,95,91
63,107,107,90,96
63,109,110,98,79
63,110,113,86,87
63,112,116,80,94
63,113,115,77,92
63,117,81,72,110
63,117,107,82,95
63,118,79,74,106
63,118,83,97,89
63,120,95,96,82
63,120,99,85,86
64,57,115,145,55
64,58,85,143,75
64,62,96,121,93
64,65,119,124,76
64,67,76,143,77
64,69,93,108,109
64,71,104,128,79
64,72,85,107,109
64,73,127,117,79
64,73,131,104,80
64,75,125,124,74
64,76,110,132,67
64,76,120,123,67
64,76,121,121,73
64,80,80,108,111
64,80,107,108,96
64,81,67,125,96
64,81,85,131,94
64,82,92,93,112
64,84,83,117,98
64,84,109,107,90
64,84,122,106,83
64,86,76,100,121
64,86,103,123,88
64,86,109,106,94
64,86,115,126,65
64,87,117,105,89
64,88,93,118,91
64,88,106,100,97
64,89,93,114,100
64,90,86,117,93
64,90,91,121,75
64,90,100,120,70
64,91,79,112,100
64,91,102,111,91
64,91,124,100,83
64,92,90,108,105
64,92,105,103,100
64,93,73,104,112
64,93,90,90,113
64,94,77,110,109
64,94,118,92,91
64,95,113,77,108
64,96,81,97,110
64,96,81,112,97
64,96,104,78,110
64,96,109,107,82
64,96,110,113,78
64,97,79,94,110
64,97,126,104,80
64,99,92,95,107
64,99,99,81,109
64,99,100,102,84
64,99,131,86,84
64,100,85,83,116
64,101,81,97,104
64,101,108,86,97
64,101,121,80,105
64,101,126,85,83
64,102,82,103,96
64,103,115,102,81
64,106,86,97,100
64,107,97,111,75
64,108,104,96,84
