43,73,79,131,111
45,49,115,143,106
46,89,101,110,97
48,80,75,127,107
48,94,97,115,99
49,84,105,122,97
50,68,94,125,120
50,84,72,142,79
50,89,86,126,90
50,92,77,110,108
51,68,110,121,106
51,72,93,130,90
51,78,93,129,98
51,80,85,134,99
51,82,78,123,107
51,93,59,131,87
51,101,77,113,86
52,62,90,130,102
52,65,130,110,106
52,74,94,132,74
52,75,75,127,102
52,89,84,128,90
52,90,68,126,89
52,106,88,107,90
53,58,103,140,92
53,71,110,125,98
53,73,92,133,80
53,83,96,122,95
53,85,108,112,90
53,87,101,109,106
53,89,115,105,90
53,93,73,130,73
53,93,112,106,103
53,98,70,114,96
53,105,89,112,92
53,107,91,104,87
54,64,103,128,101
54,75,97,126,106
54,77,104,123,103
54,80,89,131,92
54,80,111,110,100
54,87,68,127,89
54,88,96,118,107
54,105,86,112,89
54,105,101,95,86
55,65,115,127,99
55,73,127,97,102
55,80,105,109,111
55,85,83,135,92
55,87,94,124,104
55,87,98,122,93
55,89,82,123,90
55,91,96,106,108
55,94,96,118,92
55,94,105,115,87
55,96,72,119,99
55,96,100,115,86
55,98,85,105,100
55,99,106,97,96
56,64,86,140,110
56,65,93,127,108
56,75,91,116,112
56,77,88,115,123
56,80,75,138,94
56,80,115,114,94
56,82,62,137,82
56,84,105,117,108
56,87,100,105,113
56,93,112,105,99
56,100,96,108,94
56,102,106,102,82
56,103,106,92,105
57,62,104,129,106
57,70,95,126,96
57,70,106,110,112
57,71,77,133,100
57,72,83,143,92
57,78,95,125,97
57,79,68,133,101
57,79,91,130,96
57,80,94,121,106
57,84,70,130,91
57,85,95,111,112
57,86,93,121,100
57,87,78,102,111
57,87,85,123,99
57,91,82,109,106
57,91,98,100,108
57,91,99,114,94
57,91,107,96,108
57,95,89,114,99
57,95,89,124,89
57,97,70,124,76
57,104,85,107,96
57,107,98,102,90
57,111,80,105,78
57,114,93,93,92
58,73,101,115,116
58,75,111,127,85
58,76,118,112,106
58,80,101,114,108
58,81,98,128,91
58,83,82,114,114
58,83,94,118,111
58,83,101,112,96
58,83,114,108,98
58,86,89,122,98
58,87,105,118,77
58,87,111,106,97
58,89,77,126,77
58,89,116,97,97
58,92,93,97,109
58,92,97,119,83
58,92,109,94,110
58,93,97,106,101
58,94,98,94,107
58,95,95,109,95
58,102,101,103,86
58,102,113,93,88
58,104,101,107,83
58,105,98,95,92
58,106,73,115,80
58,106,79,97,95
58,106,88,96,102
59,60,83,133,103
59,62,104,125,114
59,63,99,125,103
59,67,105,123,98
59,71,113,113,110
59,74,124,101,101
59,79,75,122,104
59,79,110,91,114
59,80,87,126,98
59,81,102,117,97
59,82,95,127,91
59,85,90,116,101
59,85,103,106,115
59,85,105,107,103
59,85,108,110,95
59,88,98,119,93
59,89,76,120,93
59,89,103,108,107
59,89,106,99,105
59,90,87,112,101
59,91,102,98,104
59,94,94,113,85
59,96,109,105,95
59,97,83,121,73
59,97,111,96,88
59,100,91,114,88
59,100,100,95,105
59,101,101,113,80
59,103,93,108,82
59,103,104,102,84
59,104,99,90,101
59,106,66,118,68
59,106,68,110,84
59,106,104,94,77
59,114,84,101,83
59,124,90,87,76
60,57,108,120,116
60,58,107,137,97
60,69,109,127,80
60,70,84,135,97
60,70,120,106,109
60,72,80,141,96
60,73,115,111,109
60,75,105,122,96
