34,75,80
35,102,49
37,70,82
38,65,85
39,73,81
40,84,76
41,89,72
42,64,85
42,88,74
43,82,77
43,93,70
43,94,65
44,90,71
45,80,79
45,96,62
46,76,77
46,89,69
47,68,84
47,81,76
47,93,65
48,63,87
48,74,80
48,89,67
48,95,62
48,96,57
49,68,82
49,71,81
49,79,75
49,81,74
50,59,85
50,67,80
50,95,60
51,69,79
51,88,67
51,100,56
52,46,85
52,62,83
52,63,82
52,71,78
52,87,72
52,101,45
53,66,81
53,68,78
53,78,75
53,90,66
53,100,51
54,60,80
54,65,79
54,75,77
54,86,70
55,80,73
55,83,71
55,94,64
56,58,80
56,75,75
56,78,74
56,86,68
56,87,67
56,98,54
57,54,84
57,66,78
57,81,70
57,92,63
58,56,80
58,67,76
58,74,73
58,75,72
58,88,62
58,95,52
58,98,48
58,99,41
59,61,79
59,78,71
60,56,79
60,66,77
60,72,74
60,77,70
60,80,69
60,81,68
60,83,67
60,86,65
60,92,61
61,60,76
61,72,72
61,78,69
61,81,67
61,93,55
62,55,79
62,79,67
62,80,65
62,89,60
63,60,75
63,66,74
63,77,67
63,85,64
64,58,76
64,64,73
64,68,72
64,71,70
64,76,67
64,79,66
64,80,64
64,85,61
64,89,59
65,61,72
65,69,71
65,73,69
65,84,62
65,87,60
66,55,74
66,67,70
66,81,63
66,92,56
67,47,77
67,58,73
67,65,70
67,76,66
67,84,60
67,85,59
67,87,58
67,94,50
68,52,76
68,67,69
68,79,65
68,92,51
69,46,75
69,52,74
69,54,72
69,74,68
69,86,56
70,76,63
70,80,59
70,85,57
71,64,69
71,72,66
71,75,62
71,79,60
71,84,57
71,90,53
72,48,72
72,67,68
72,78,61
72,79,59
72,85,55
72,91,47
73,62,71
73,73,64
73,77,59
73,90,48
74,55,68
74,64,66
74,72,61
74,75,59
74,78,57
74,84,53
75,45,72
75,53,69
75,66,64
75,72,60
75,73,59
75,76,58
75,78,56
75,82,55
75,83,53
75,87,51
75,90,46
76,67,63
76,72,57
76,76,56
76,78,55
76,82,54
76,85,47
77,70,62
77,76,55
77,77,54
77,79,53
77,83,48
78,45,69
78,52,66
78,65,65
78,71,59
78,87,46
79,59,64
79,70,58
79,76,54
79,81,51
80,47,66
80,50,63
80,69,58
80,70,57
80,71,54
80,79,52
81,65,59
81,70,56
81,76,50
81,87,38
82,59,62
82,68,56
82,70,55
82,81,45
82,86,42
83,55,60
83,63,56
83,68,54
83,73,52
84,57,59
84,67,55
84,68,52
84,78,48
85,51,58
85,70,50
86,64,52
87,62,56
87,69,48
87,72,42
88,50,50
88,56,48
90,62,45
93,55,48
