24,86,82
24,98,74
29,93,74
30,100,68
33,80,83
33,94,72
33,98,71
34,79,84
34,84,79
34,93,73
35,74,85
35,86,78
36,89,77
36,91,72
37,76,83
37,84,77
37,90,72
37,96,71
38,71,83
39,70,85
39,82,78
39,94,70
40,69,84
40,89,72
41,81,80
42,72,82
42,76,78
42,82,77
42,91,71
42,94,66
43,78,77
43,82,76
43,87,74
43,89,71
43,98,65
44,74,81
44,77,77
44,86,75
44,93,66
45,73,81
45,86,70
45,92,69
45,96,64
46,71,81
46,78,76
46,81,75
46,84,72
46,90,69
46,91,66
46,98,61
47,71,80
47,83,74
47,96,61
48,70,80
48,75,77
48,84,71
48,85,70
48,90,68
48,95,60
49,74,76
49,83,73
49,89,69
50,67,81
50,80,75
50,82,74
50,83,70
51,79,74
51,81,70
51,87,69
51,94,63
51,96,56
52,72,79
52,83,69
52,86,68
52,95,54
53,62,78
53,73,76
53,79,73
53,85,68
53,88,65
53,92,62
54,65,77
54,74,72
54,80,70
54,94,59
54,96,51
55,61,78
55,64,77
55,67,76
55,78,70
55,92,59
55,93,57
55,94,52
55,95,50
56,70,75
56,82,69
56,83,68
56,87,64
56,91,58
56,93,51
57,58,78
57,69,75
57,72,74
57,80,69
57,81,68
57,89,63
57,90,58
58,68,74
58,79,68
58,88,62
59,66,76
59,72,72
59,83,67
59,94,46
60,59,76
60,82,66
60,89,59
60,90,53
60,91,52
61,51,78
61,54,77
61,77,71
61,86,65
61,87,59
61,88,58
62,63,75
62,73,71
62,76,68
62,81,66
62,87,58
62,92,49
63,59,75
63,68,72
63,70,69
63,80,67
63,83,62
63,91,48
64,67,73
64,69,69
64,70,68
64,75,67
64,79,66
64,89,53
65,65,72
65,73,67
65,85,61
65,86,59
65,87,54
65,88,52
66,72,67
66,77,66
66,84,60
66,88,38
67,64,72
67,76,66
67,79,65
67,83,60
68,55,74
68,63,72
68,66,71
68,69,68
68,75,65
68,78,62
68,85,57
68,86,55
69,61,72
69,65,68
69,74,65
69,84,56
69,85,50
69,86,48
70,60,73
70,69,67
70,76,62
70,79,61
70,82,56
70,85,43
71,66,67
71,74,62
71,77,61
71,78,58
71,82,54
72,62,68
72,64,67
72,70,66
72,71,62
72,73,61
72,80,54
72,81,52
73,57,72
73,58,68
73,66,66
73,69,63
73,80,51
73,84,50
74,50,71
74,52,69
74,66,63
74,74,58
74,82,50
75,51,69
75,57,68
75,78,57
75,80,50
75,81,47
76,52,68
76,55,67
76,61,64
76,65,63
76,72,57
76,75,56
77,67,62
77,68,61
77,71,58
77,82,46
78,58,64
78,63,62
78,66,61
79,57,64
79,62,63
79,72,53
79,78,52
80,46,65
80,67,58
80,76,52
80,78,45
81,54,64
81,64,58
81,71,57
81,72,49
81,78,41
82,45,65
82,51,64
82,58,63
82,59,62
82,67,57
83,43,64
83,67,54
83,76,48
84,60,58
84,63,54
84,69,52
84,71,46
85,48,63
85,57,57
85,67,53
85,73,45
86,52,59
86,61,53
86,64,52
86,69,49
87,56,58
87,63,50
87,64,49
87,72,43
87,76,42
89,61,49
89,69,48
90,56,54
90,65,48
91,60,53
91,69,42
92,67,43
93,65,44
94,49,54
94,58,48
95,56,49
96,54,45
97,58,44
