32,94,107,117,96
35,85,108,121,84
37,77,100,128,94
37,84,106,131,73
38,82,104,132,81
38,96,99,115,95
39,82,101,130,87
39,89,117,120,87
39,90,87,111,108
40,84,99,121,105
40,90,96,117,95
40,99,96,116,93
41,73,108,121,99
42,72,115,112,98
42,77,128,114,77
42,78,108,126,89
42,91,111,103,102
42,92,107,119,86
42,92,109,118,87
43,56,95,123,119
43,73,76,119,113
43,79,111,112,109
43,79,122,129,80
43,88,117,116,82
43,90,105,120,92
44,69,107,133,84
44,75,103,128,90
44,76,99,127,104
44,79,111,105,115
44,79,122,109,105
44,82,116,121,95
44,87,108,124,83
44,91,115,116,78
44,92,108,108,98
44,92,111,105,101
44,99,123,106,82
44,101,85,116,94
45,70,118,113,105
45,79,82,110,112
45,85,109,122,82
45,92,100,108,101
46,76,94,122,112
46,81,112,132,65
46,82,87,123,95
46,82,111,116,94
46,85,110,135,67
46,88,103,122,82
46,88,119,108,84
46,94,96,122,85
46,94,105,112,84
46,95,111,97,100
47,63,116,128,71
47,65,115,126,86
47,68,121,119,88
47,73,105,116,103
47,78,77,132,106
47,79,121,105,101
47,82,100,124,88
47,82,103,114,97
47,86,83,114,103
47,88,102,119,87
47,90,105,115,94
47,91,95,103,108
47,91,101,122,89
47,91,110,122,78
47,94,97,113,104
47,94,101,109,99
47,99,99,105,89
47,117,120,96,77
48,67,100,120,102
48,70,121,121,79
48,71,90,117,124
48,75,132,117,82
48,82,109,119,95
48,85,88,114,106
48,90,109,121,76
48,91,90,101,114
48,94,111,119,82
48,96,96,106,100
48,96,113,105,86
49,69,111,127,88
49,72,108,131,97
49,73,99,133,85
49,73,116,119,91
49,75,106,124,88
49,76,116,122,85
49,77,107,103,118
49,79,113,108,106
49,80,106,126,87
49,81,97,121,97
49,81,101,120,101
49,81,132,94,96
49,82,113,118,74
49,83,103,121,91
49,83,121,106,99
49,86,100,122,85
49,87,103,99,115
49,88,96,117,90
49,89,78,111,116
49,93,105,108,89
50,64,112,122,97
50,65,98,112,116
50,65,103,118,112
50,68,116,116,96
50,69,92,115,124
50,70,99,117,105
50,71,114,103,118
50,74,109,125,97
50,74,112,108,105
50,75,117,112,97
50,76,111,118,98
50,80,97,128,101
50,80,101,125,95
50,82,120,115,88
50,83,98,124,91
50,83,108,107,104
50,83,108,125,87
50,83,122,107,83
50,84,103,124,73
50,84,115,100,112
50,86,111,121,82
50,87,86,126,98
50,89,101,104,107
50,89,106,105,102
50,90,104,109,101
50,92,97,105,102
50,94,99,113,83
50,95,114,114,82
50,99,110,109,82
51,55,105,125,98
51,59,120,112,102
51,68,94,124,106
51,70,114,111,102
51,71,114,129,84
51,73,106,129,83
51,74,98,129,93
51,75,91,119,105
51,75,97,137,70
51,75,112,118,101
51,75,129,116,84
51,76,107,118,96
51,76,112,121,94
51,77,103,129,86
51,79,105,106,106
51,80,83,122,93
51,80,104,112,109
51,81,87,120,105
51,81,89,117,104
51,81,102,127,85
51,81,112,111,100
51,83,110,91,117
51,83,115,120,72
51,85,82,129,101
51,86,108,107,103
51,86,108,111,92
51,86,120,113,88
51,88,115,104,90
51,88,118,114,80
51,90,90,124,90
51,91,120,122,70
51,92,108,104,91
51,92,125,112,75
51,94,98,110,98
51,96,103,105,92
51,101,94,95,104
51,106,120,98,81
52,52,119,125,98
52,62,108,120,107
52,64,110,124,103
52,64,120,114,98
52,71,108,118,98
52,72,119,117,95
52,73,98,109,115
52,73,113,126,94
52,75,124,112,87
52,76,90,133,99
52,76,92,115,115
52,77,96,110,109
52,78,85,108,117
52,78,101,117,97
52,78,103,106,111
52,78,115,123,82
52,78,118,121,86
52,79,83,105,121
52,79,96,128,81
52,79,112,99,110
52,81,113,113,93
52,82,112,118,77
52,83,103,93,118
52,83,110,119,94
52,84,96,124,83
52,84,102,116,103
52,85,127,92,105
52,87,100,113,98
52,87,111,119,80
52,88,100,101,114
52,88,102,96,107
52,88,115,91,116
52,89,93,109,109
52,89,101,97,118
52,90,97,103,106
52,90,124,120,71
52,94,105,118,78
52,94,106,104,97
52,95,105,91,114
52,96,98,112,90
52,96,103,94,107
52,96,130,106,72
52,97,102,108,97
52,97,116,98,95
52,99,121,101,89
53,59,126,117,89
53,62,104,115,118
53,64,129,101,95
53,65,110,119,92
53,67,121,106,104
53,69,121,113,100
53,71,89,133,92
53,71,110,133,77
53,71,112,116,96
53,71,134,100,88
53,72,101,132,83
53,73,113,118,92
53,73,116,125,78
53,73,122,102,103
53,77,88,122,106
53,79,93,124,104
53,80,113,104,103
53,81,96,105,116
53,81,105,108,105
53,81,105,121,94
53,81,115,107,95
53,82,92,118,98
53,83,109,105,108
53,83,113,104,99
53,84,105,112,95
53,84,108,100,106
53,85,112,115,87
53,85,130,92,93
53,86,94,114,102
53,86,109,100,104
53,86,113,101,95
53,87,113,116,71
53,88,94,107,117
53,90,106,114,92
53,90,117,110,89
53,92,106,104,92
53,92,124,99,93
53,94,89,97,106
53,94,93,109,91
53,96,108,94,104
53,96,128,105,74
53,98,107,99,101
53,103,112,100,70
54,60,105,116,106
54,60,112,133,70
54,60,115,127,90
54,60,121,113,96
54,62,115,113,107
54,62,123,111,104
54,64,105,126,93
54,64,107,122,100
54,64,116,121,100
54,64,121,106,114
54,65,99,128,95
54,67,91,134,104
54,68,108,118,99
54,70,94,137,87
54,70,112,105,111
54,70,122,107,102
54,70,129,120,72
54,71,105,128,84
54,72,99,127,100
54,73,90,114,119
54,73,109,109,105
54,73,113,106,107
54,74,122,117,74
54,75,119,119,85
54,76,103,121,97
54,77,113,118,90
54,77,120,101,107
54,78,78,116,114
54,78,107,126,85
54,78,112,111,102
54,78,113,126,81
54,78,115,124,78
54,79,109,121,94
54,79,125,106,97
54,80,100,109,114
54,80,106,108,101
54,80,112,110,97
54,80,119,122,67
54,81,105,116,95
54,82,96,116,101
54,83,102,124,73
54,83,111,107,93
54,84,111,120,80
54,84,121,99,106
54,86,83,100,113
